Title,Release_Date,release_year,Vote_Average,Popularity,Vote_Count,Original_Language,Genre,genres_list,main_genre,Overview,Poster_Url,combined_features
"No Retreat, No Surrender",1986-05-02,1986,6.2,22.015,417,en,Action,['Action'],Action,"Young Jason Stillwell moves with his parents to Seattle, where local bullies harass them without mercy. Jason's father Tom does not believe in violence, so the family takes it on the chin. One day Jason enrolls in a martial arts class and quietly rises in rank to be a major contender. His mettle is tested in an international match against Ivan, a Russian champion.",https://image.tmdb.org/t/p/original/7ge5GQZGqtTTnwKTbq1vYK0INzc.jpg,"action young jason stillwell moves with his parents to seattle, where local bullies harass them without mercy. jason's father tom does not believe in violence, so the family takes it on the chin. one day jason enrolls in a martial arts class and quietly rises in rank to be a major contender. his mettle is tested in an international match against ivan, a russian champion."
Fallen Angels,1995-09-06,1995,7.7,22.013,567,cn,"Action, Romance, Crime","['Action', 'Romance', 'Crime']",Action,"In this bifurcated crime narrative, a disillusioned hitman attempts to escape from his violent lifestyle against the wishes of his partner, who is infatuated with him, and an eccentric mute repeatedly encounters, then subsequently falls for a depressed woman looking for the prostitute who supposedly stole her ex-boyfriend's affections.",https://image.tmdb.org/t/p/original/yyM9BPdwttK5LKZSLvHae7QPKo1.jpg,"action romance crime in this bifurcated crime narrative, a disillusioned hitman attempts to escape from his violent lifestyle against the wishes of his partner, who is infatuated with him, and an eccentric mute repeatedly encounters, then subsequently falls for a depressed woman looking for the prostitute who supposedly stole her ex-boyfriend's affections."
Hairspray,2007-07-19,2007,6.7,22.01,2151,en,"Comedy, Romance, Drama","['Comedy', 'Romance', 'Drama']",Comedy,"Pleasantly plump teenager Tracy Turnblad auditions to be on Baltimore's most popular dance show - The Corny Collins Show - and lands a prime spot. Through her newfound fame, she becomes determined to help her friends and end the racial segregation that has been a staple of the show.",https://image.tmdb.org/t/p/original/cOE6rQJxPXc0Tp1VFfg5bJh3blV.jpg,"comedy romance drama pleasantly plump teenager tracy turnblad auditions to be on baltimore's most popular dance show - the corny collins show - and lands a prime spot. through her newfound fame, she becomes determined to help her friends and end the racial segregation that has been a staple of the show."
The Bridge on the River Kwai,1957-10-11,1957,7.8,22.009,1531,en,"Drama, History, War","['Drama', 'History', 'War']",Drama,"The classic story of English POWs in Burma forced to build a bridge to aid the war effort of their Japanese captors. British and American intelligence officers conspire to blow up the structure, but Col. Nicholson , the commander who supervised the bridge's construction, has acquired a sense of pride in his creation and tries to foil their plans.",https://image.tmdb.org/t/p/original/mHAxH3msDPHfHsbrPvZ4M6CAWgS.jpg,"drama history war the classic story of english pows in burma forced to build a bridge to aid the war effort of their japanese captors. british and american intelligence officers conspire to blow up the structure, but col. nicholson , the commander who supervised the bridge's construction, has acquired a sense of pride in his creation and tries to foil their plans."
Beverly Hills Cop,1984-11-30,1984,7.2,22.007,3122,en,"Action, Comedy, Crime","['Action', 'Comedy', 'Crime']",Action,"The heat is on in this fast paced action-comedy starring Eddie Murphy as Axel Foley, a street smart Detroit cop tracking down his best friend's killer in Beverly Hills. Axel quickly learns that his wild style doesn't fit in with the Beverly Hills Police Department, which assigns two officers (Judge Reinhold & John Ashton) to make sure things don't get out of hand. Dragging the stuffy detectives along for the ride, Axel smashes through a huge culture clash in his hilarious, high-speed pursuit of justice. Featuring cameos by Paul Reiser, Bronson Pinchot and Damon Wayans, Beverly Hills Cop is an exhilarating, sidesplitting adventure.",https://image.tmdb.org/t/p/original/eBJEvKkhQ0tUt1dBAcTEYW6kCle.jpg,"action comedy crime the heat is on in this fast paced action-comedy starring eddie murphy as axel foley, a street smart detroit cop tracking down his best friend's killer in beverly hills. axel quickly learns that his wild style doesn't fit in with the beverly hills police department, which assigns two officers (judge reinhold & john ashton) to make sure things don't get out of hand. dragging the stuffy detectives along for the ride, axel smashes through a huge culture clash in his hilarious, high-speed pursuit of justice. featuring cameos by paul reiser, bronson pinchot and damon wayans, beverly hills cop is an exhilarating, sidesplitting adventure."
Bigfoot Family,2020-07-23,2020,7.1,22.005,129,en,"Animation, Adventure, Family","['Animation', 'Adventure', 'Family']",Animation,"Bigfoot, Adam's father, wants to use his fame for a good cause. Protecting a large wildlife reserve in Alaska sounds like the perfect opportunity! When Bigfoot mysteriously disappears without a trace, Adam and his animal friends will brave anything to find him again and save the nature reserve.",https://image.tmdb.org/t/p/original/vn7sNO6CD8FBHBEVcOiNv08mjy1.jpg,"animation adventure family bigfoot, adam's father, wants to use his fame for a good cause. protecting a large wildlife reserve in alaska sounds like the perfect opportunity! when bigfoot mysteriously disappears without a trace, adam and his animal friends will brave anything to find him again and save the nature reserve."
Filth,2013-09-23,2013,6.9,22.002,1367,en,"Crime, Drama, Comedy","['Crime', 'Drama', 'Comedy']",Crime,A bigoted junkie cop suffering from bipolar disorder and drug addiction manipulates and hallucinates his way through the festive season in a bid to secure promotion and win back his wife and daughter.,https://image.tmdb.org/t/p/original/5RkJIwfErgDAZyBZXcbehJ3fulN.jpg,crime drama comedy a bigoted junkie cop suffering from bipolar disorder and drug addiction manipulates and hallucinates his way through the festive season in a bid to secure promotion and win back his wife and daughter.
COVID-21: Lethal Virus,2021-01-01,2021,5.5,21.999,219,en,"Science Fiction, Thriller, Horror","['Science Fiction', 'Thriller', 'Horror']",Science Fiction,"The climate change has released an ancient rabies virus trapped in the Antarctica ice. A female scientist tries to get to the laboratory to create a cure to save the world, protected by an eccentric and two members of the special forces.",https://image.tmdb.org/t/p/original/5z8wVwHtFXbRWP2dwVPTj9906HS.jpg,"science fiction thriller horror the climate change has released an ancient rabies virus trapped in the antarctica ice. a female scientist tries to get to the laboratory to create a cure to save the world, protected by an eccentric and two members of the special forces."
The Dukes of Hazzard,2005-08-05,2005,5.5,21.996,903,en,"Comedy, Adventure, Action","['Comedy', 'Adventure', 'Action']",Comedy,"Cousins, Bo and Luke Duke, with the help of their eye-catching cousin, Daisy and moonshine-running Uncle Jesse, try and save the family farm from being destroyed by Hazzard County's corrupt commissioner, Boss Hogg. Their efforts constantly find the 'Duke Boys' eluding authorities in 'The General Lee', their 1969 orange Dodge Charger that keeps them one step ahead of the dimwitted antics of the small southern town's Sheriff, Roscoe P. Coltrane.",https://image.tmdb.org/t/p/original/o5pKtw26jEk7zX2446gPVbTNrFb.jpg,"comedy adventure action cousins, bo and luke duke, with the help of their eye-catching cousin, daisy and moonshine-running uncle jesse, try and save the family farm from being destroyed by hazzard county's corrupt commissioner, boss hogg. their efforts constantly find the 'duke boys' eluding authorities in 'the general lee', their 1969 orange dodge charger that keeps them one step ahead of the dimwitted antics of the small southern town's sheriff, roscoe p. coltrane."
Cruel Intentions 3,2004-05-25,2004,4.7,21.992,157,en,Drama,['Drama'],Drama,"Meet Cassie, Jason and Patrick, three amoral college students who, through a series of sexual wagers, take malicious pleasure in ruining the lives of their fellow classmates.",https://image.tmdb.org/t/p/original/pxjJf3QnZxe3EO8NuwEeK0Yldcd.jpg,"drama meet cassie, jason and patrick, three amoral college students who, through a series of sexual wagers, take malicious pleasure in ruining the lives of their fellow classmates."
Deliver Us from Evil,2014-07-01,2014,6.2,21.99,1657,en,"Thriller, Crime, Horror","['Thriller', 'Crime', 'Horror']",Thriller,"When a frightening wave of violence sweeps through New York City, troubled cop Sarchie fails to find a rational explanation for the bizarre crimes. However, his eyes are opened to a frightening alternate reality when renegade Jesuit priest Mendoza convinces him that demonic possession may be to blame for the gruesome murders. Together, they wage a valiant supernatural struggle to rid the city of an otherworldly evil.",https://image.tmdb.org/t/p/original/Uz32ERsyCmGwV8Eg2wmT2ooWpo.jpg,"thriller crime horror when a frightening wave of violence sweeps through new york city, troubled cop sarchie fails to find a rational explanation for the bizarre crimes. however, his eyes are opened to a frightening alternate reality when renegade jesuit priest mendoza convinces him that demonic possession may be to blame for the gruesome murders. together, they wage a valiant supernatural struggle to rid the city of an otherworldly evil."
Cutthroat Island,1995-12-22,1995,5.7,21.988,403,en,"Action, Adventure","['Action', 'Adventure']",Action,"Morgan Adams and her slave, William Shaw, are on a quest to recover the three portions of a treasure map. Unfortunately, the final portion is held by her murderous uncle, Dawg. Her crew is skeptical of her leadership abilities, so she must complete her quest before they mutiny against her. This is made yet more difficult by the efforts of the British crown to end her pirate raids.",https://image.tmdb.org/t/p/original/hYdeBZ4BFXivdouxLfQGWNE6zRx.jpg,"action adventure morgan adams and her slave, william shaw, are on a quest to recover the three portions of a treasure map. unfortunately, the final portion is held by her murderous uncle, dawg. her crew is skeptical of her leadership abilities, so she must complete her quest before they mutiny against her. this is made yet more difficult by the efforts of the british crown to end her pirate raids."
Blank Check,1994-02-11,1994,5.8,21.985,351,en,"Comedy, Family","['Comedy', 'Family']",Comedy,"Bullied by his siblings and nagged by his parents, 11-year-old Preston is fed up with his family -- especially their frugality. But he gets his chance to teach them a lesson when a money-laundering criminal nearly bulldozes Preston with his car and gives the boy a blank check as compensation. Preston makes the check out for $1 million and goes on a spending spree he'll never forget. Maybe now, his family will take him seriously!",https://image.tmdb.org/t/p/original/wmr5yiWbfM1LlOpkNTQ1pHDipUE.jpg,"comedy family bullied by his siblings and nagged by his parents, 11-year-old preston is fed up with his family -- especially their frugality. but he gets his chance to teach them a lesson when a money-laundering criminal nearly bulldozes preston with his car and gives the boy a blank check as compensation. preston makes the check out for $1 million and goes on a spending spree he'll never forget. maybe now, his family will take him seriously!"
